FLDATE,QC_modify_Date,ou,FLYPITCODE,Itemdesc,pt,dn,FLYPGRADE,grade_actual,Grade_Type,Department,BM_Line,repack,packingfor,FLYPNETWT
2025-04-25,2025-04-27,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Domestic,481.09
2025-12-07,2025-12-09,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,246.55
2025-07-22,2025-07-23,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,37.13
2025-02-07,2025-02-11,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,C,A,Firstgrade,KNITTING,KNIT-04,1,Export,556.86
2026-01-08,2026-01-11,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,455.61
2026-02-01,2026-02-03,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,C,D,downgrade,FINISHING,STEAM-01,1,Export,94.67
2026-02-02,2026-02-07,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,D,downgrade,WEAVING,LOOM-A1,1,Export,552.99
2025-08-28,2025-08-31,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,C,downgrade,WEAVING,LOOM-A1,1,Capt Packing,26.39
2025-07-13,2025-07-18,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,D,downgrade,KNITTING,KNIT-04,1,Domestic,228.2
2025-11-13,2025-11-15,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Domestic,12.82
2025-11-25,2025-11-30,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,C,downgrade,WEAVING,LOOM-A1,1,Export,71.02
2025-09-23,2025-09-24,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,D,downgrade,WEAVING,LOOM-A1,1,Export,59.87
2025-08-26,2025-08-29,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,18.15
2025-05-03,2025-05-04,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,552.34
2025-05-16,2025-05-19,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,535.25
2025-04-24,2025-04-25,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,143.95
2025-04-14,2025-04-18,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,17.4
2025-12-05,2025-12-09,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,KNITTING,KNIT-04,1,Domestic,188.15
2025-10-31,2025-11-03,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,77.32
2026-01-30,2026-02-04,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,D,A,Firstgrade,DYEING,DYE-JET2,1,Export,98.07
2026-03-04,2026-03-09,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Export,153.43
2025-04-14,2025-04-15,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A,Firstgrade,DYEING,DYE-JET2,1,Domestic,234.4
2025-11-21,2025-11-24,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,29.44
2026-01-08,2026-01-09,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A,Firstgrade,WEAVING,LOOM-A1,1,Export,29.42
2025-04-30,2025-05-04,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,A,Firstgrade,WEAVING,LOOM-A1,1,Capt Packing,167.91
2025-09-02,2025-09-06,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,D,D,Firstgrade,CUTTING,CUT-LINE3,0,Domestic,59.93
2025-03-26,2025-03-27,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,141.78
2025-10-01,2025-10-04,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,1,Domestic,461.67
2026-02-10,2026-02-13,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,349.9
2025-12-23,2025-12-28,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,KNITTING,KNIT-04,1,Export,68.12
2025-06-19,2025-06-24,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,C,downgrade,FINISHING,STEAM-01,1,Export,203.48
2026-03-14,2026-03-19,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,478.68
2025-04-08,2025-04-11,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,45.68
2025-09-16,2025-09-19,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,DYEING,DYE-JET2,0,Domestic,404.35
2025-10-12,2025-10-17,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,441.13
2025-10-11,2025-10-13,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,122.2
2025-10-01,2025-10-05,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,194.45
2025-10-09,2025-10-13,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,C,downgrade,CUTTING,CUT-LINE3,1,Export,219.05
2025-07-08,2025-07-11,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,387.38
2025-08-01,2025-08-05,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,D,B,Firstgrade,CUTTING,CUT-LINE3,1,Domestic,57.9
2025-10-01,2025-10-03,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,17.05
2025-12-02,2025-12-07,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,22.17
2025-10-25,2025-10-29,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,459.36
2025-08-20,2025-08-21,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,239.07
2026-01-22,2026-01-25,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Capt Packing,177.06
2025-12-01,2025-12-06,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,55.77
2026-03-06,2026-03-09,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,43.55
2025-08-09,2025-08-14,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,D,downgrade,FINISHING,STEAM-01,1,Export,82.57
2026-02-16,2026-02-17,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Domestic,191.03
2025-09-02,2025-09-03,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,DYEING,DYE-JET2,0,Domestic,21.67
2025-08-19,2025-08-21,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Domestic,58.37
2025-12-21,2025-12-22,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,83.89
2025-12-02,2025-12-06,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,82.74
2026-01-29,2026-02-03,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,508.12
2025-12-15,2025-12-18,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,18.12
2025-05-09,2025-05-12,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Domestic,36.01
2026-02-04,2026-02-07,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Export,125.26
2025-10-22,2025-10-25,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,D,D,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,442.84
2025-10-09,2025-10-12,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,B,downgrade,WEAVING,LOOM-A1,1,Domestic,47.58
2025-10-22,2025-10-27,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,18.18
2025-09-16,2025-09-21,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,A1,Firstgrade,KNITTING,KNIT-04,1,Export,20.69
2025-12-16,2025-12-19,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,C,C,Firstgrade,DYEING,DYE-JET2,0,Domestic,242.05
2025-09-23,2025-09-24,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,C,C,Firstgrade,CUTTING,CUT-LINE3,0,Export,26.16
2025-08-16,2025-08-20,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,C,Firstgrade,WEAVING,LOOM-A1,0,Domestic,62.49
2025-05-12,2025-05-15,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,CUTTING,CUT-LINE3,0,Export,614.01
2025-06-15,2025-06-17,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,C,downgrade,WEAVING,LOOM-A1,1,Export,131.95
2025-05-13,2025-05-16,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,34.04
2025-08-25,2025-08-26,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,515.55
2026-01-07,2026-01-10,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,B,downgrade,WEAVING,LOOM-A1,1,Export,63.0
2025-11-23,2025-11-26,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,B,Firstgrade,DYEING,DYE-JET2,1,Domestic,93.17
2025-08-14,2025-08-17,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Export,25.89
2026-02-01,2026-02-06,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,D,downgrade,DYEING,DYE-JET2,1,Domestic,64.96
2025-05-18,2025-05-19,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A1,A,Firstgrade,WEAVING,LOOM-A1,1,Domestic,11.94
2025-07-01,2025-07-06,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,15.19
2025-08-31,2025-09-01,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,84.88
2025-07-25,2025-07-28,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,C,D,downgrade,WEAVING,LOOM-A1,1,Export,93.06
2025-10-13,2025-10-14,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,WEAVING,LOOM-A1,0,Domestic,390.17
2025-05-09,2025-05-13,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Domestic,196.23
2025-05-09,2025-05-14,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,144.94
2025-07-30,2025-07-31,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,C,downgrade,DYEING,DYE-JET2,1,Capt Packing,523.89
2026-01-04,2026-01-06,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,32.33
2025-05-29,2025-05-30,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,B,Firstgrade,DYEING,DYE-JET2,0,Export,374.45
2025-06-06,2025-06-07,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,15.11
2025-04-17,2025-04-22,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,KNITTING,KNIT-04,1,Domestic,157.64
2025-05-05,2025-05-07,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Domestic,74.15
2025-08-04,2025-08-09,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Export,462.76
2025-09-11,2025-09-13,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Export,19.39
2025-11-28,2025-12-02,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,12.17
2025-10-11,2025-10-12,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,B,downgrade,WEAVING,LOOM-A1,1,Export,242.57
2025-11-12,2025-11-17,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,B,downgrade,KNITTING,KNIT-04,1,Capt Packing,168.98
2025-06-03,2025-06-06,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Domestic,430.74
2025-09-07,2025-09-09,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,41.58
2025-10-09,2025-10-12,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Domestic,94.34
2025-11-12,2025-11-15,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,1,Export,41.16
2025-03-10,2025-03-15,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,102.03
2026-01-03,2026-01-06,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Domestic,150.6
2025-09-13,2025-09-15,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,8.11
2025-08-28,2025-08-29,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,C,C,Firstgrade,FINISHING,STEAM-01,1,Domestic,86.59
2025-09-19,2025-09-22,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,D,C,Firstgrade,WEAVING,LOOM-A1,1,Domestic,147.58
2025-08-08,2025-08-12,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,8.38
2025-02-20,2025-02-22,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Export,315.1
2025-07-24,2025-07-28,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Capt Packing,421.11
2025-05-04,2025-05-05,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,210.91
2025-10-24,2025-10-25,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,D,downgrade,DYEING,DYE-JET2,1,Capt Packing,472.85
2025-11-24,2025-11-25,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,401.34
2025-09-20,2025-09-23,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,11.99
2025-10-02,2025-10-06,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Domestic,98.99
2025-05-08,2025-05-12,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,D,D,Firstgrade,KNITTING,KNIT-04,0,Export,526.56
2025-07-10,2025-07-14,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,B,D,downgrade,CUTTING,CUT-LINE3,1,Export,511.66
2025-09-28,2025-10-01,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,24.28
2025-08-02,2025-08-06,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,C,downgrade,WEAVING,LOOM-A1,1,Export,181.11
2025-06-24,2025-06-26,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,113.18
2025-04-25,2025-04-27,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,B,B,Firstgrade,WEAVING,LOOM-A1,1,Domestic,75.84
2025-05-24,2025-05-29,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,94.35
2025-06-04,2025-06-06,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,15.03
2026-01-04,2026-01-08,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Export,96.37
2025-04-12,2025-04-17,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,199.78
2026-02-28,2026-03-04,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,C,A1,Firstgrade,KNITTING,KNIT-04,1,Domestic,234.23
2025-04-30,2025-05-02,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,22.34
2025-12-21,2025-12-23,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,CUTTING,CUT-LINE3,0,Capt Packing,107.88
2025-12-04,2025-12-06,6,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,D,D,Firstgrade,FINISHING,STEAM-01,0,Export,9.1
2025-10-21,2025-10-22,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Domestic,173.37
2026-01-20,2026-01-24,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,D,D,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,563.47
2025-07-09,2025-07-13,5,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A,Firstgrade,WEAVING,LOOM-A1,1,Export,280.98
2025-11-18,2025-11-21,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,D,downgrade,CUTTING,CUT-LINE3,1,Export,157.42
2025-08-22,2025-08-26,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,B,downgrade,KNITTING,KNIT-04,1,Export,319.84
2025-09-12,2025-09-17,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,17.25
2025-10-07,2025-10-09,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,B,Firstgrade,KNITTING,KNIT-04,1,Domestic,102.33
2025-07-12,2025-07-16,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Domestic,81.52
2025-09-06,2025-09-08,6,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,KNITTING,KNIT-04,0,Export,64.02
2025-09-19,2025-09-23,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,B,B,Firstgrade,FINISHING,STEAM-01,0,Export,19.11
2025-05-12,2025-05-16,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A,A1,downgrade,DYEING,DYE-JET2,1,Domestic,53.89
2025-04-01,2025-04-06,5,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Domestic,94.95
2025-10-25,2025-10-30,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,100.21
2025-11-15,2025-11-18,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,WEAVING,LOOM-A1,1,Export,151.07
2025-08-18,2025-08-20,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,133.68
2025-07-31,2025-08-02,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Export,42.04
2025-06-02,2025-06-03,5,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A1,A1,Firstgrade,DYEING,DYE-JET2,0,Export,20.54
2025-04-03,2025-04-07,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,C,downgrade,WEAVING,LOOM-A1,1,Export,439.04
2025-12-12,2025-12-15,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,C,downgrade,DYEING,DYE-JET2,1,Export,58.96
2025-05-14,2025-05-19,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,95.14
2025-05-25,2025-05-26,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,203.53
2025-05-26,2025-05-30,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,FINISHING,STEAM-01,0,Capt Packing,443.48
2025-09-16,2025-09-21,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,A,A,Firstgrade,WEAVING,LOOM-A1,1,Export,26.21
2025-08-03,2025-08-06,6,TX-JSY-18,Organic Cotton Jersey,Single Jersey,180gsm,D,D,Firstgrade,DYEING,DYE-JET2,0,Domestic,18.38
2025-12-03,2025-12-04,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,A1,A1,Firstgrade,WEAVING,LOOM-A1,0,Domestic,74.21
2025-08-26,2025-08-28,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,D,downgrade,KNITTING,KNIT-04,1,Domestic,49.85
2025-07-16,2025-07-19,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A1,downgrade,KNITTING,KNIT-04,1,Domestic,40.39
2025-11-12,2025-11-15,5,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,B,B,Firstgrade,WEAVING,LOOM-A1,0,Domestic,21.04
2026-01-05,2026-01-08,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A1,A,Firstgrade,KNITTING,KNIT-04,1,Export,200.8
2025-08-10,2025-08-13,5,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Export,215.7
2025-10-10,2025-10-11,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,KNITTING,KNIT-04,1,Capt Packing,204.78
2025-05-03,2025-05-05,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,C,C,Firstgrade,FINISHING,STEAM-01,0,Export,494.87
2025-07-27,2025-07-30,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,C,C,Firstgrade,KNITTING,KNIT-04,0,Domestic,96.38
2025-05-14,2025-05-16,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,440.75
2025-09-19,2025-09-23,5,TX-POP-11,Cotton Poplin,Plain Weave,110gsm,C,C,Firstgrade,DYEING,DYE-JET2,0,Export,78.71
2026-01-02,2026-01-03,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,KNITTING,KNIT-04,0,Capt Packing,361.01
2025-07-19,2025-07-21,5,TX-SIL-60,Mulberry Silk Satin,Satin,60gsm,B,B,Firstgrade,KNITTING,KNIT-04,0,Domestic,13.62
2025-06-28,2025-07-02,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A,A,Firstgrade,FINISHING,STEAM-01,0,Export,115.2
2025-12-26,2025-12-30,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,DYEING,DYE-JET2,0,Domestic,432.16
2025-07-29,2025-07-30,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Export,231.48
2025-05-19,2025-05-20,6,TX-ORD-20,Corduroy 12W,Corduroy,220gsm,A,A,Firstgrade,WEAVING,LOOM-A1,0,Export,177.77
2025-06-21,2025-06-22,6,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A,A,Firstgrade,KNITTING,KNIT-04,0,Domestic,566.75
2025-10-14,2025-10-15,5,TX-DNM-14,Raw Indigo Denim,Denim,14oz,A,A,Firstgrade,WEAVING,LOOM-A1,0,Domestic,477.88
2025-10-28,2025-11-02,6,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,A1,D,downgrade,DYEING,DYE-JET2,1,Export,52.36
2025-07-30,2025-08-02,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,D,D,Firstgrade,KNITTING,KNIT-04,0,Domestic,505.29
2025-06-02,2025-06-03,5,TX-PLR-30,Recycled Poly Fleece,Polar Fleece,300gsm,D,D,Firstgrade,WEAVING,LOOM-A1,0,Export,88.41
2025-08-15,2025-08-20,6,TX-TWL-25,Khaki Chino Twill,Twill,250gsm,B,C,downgrade,WEAVING,LOOM-A1,1,Export,130.89
2025-09-01,2025-09-02,5,TX-CAN-40,Heavy Canvas,Canvas,400gsm,A1,D,downgrade,WEAVING,LOOM-A1,1,Export,496.25
2025-10-07,2025-10-10,6,TX-DNM-14,Raw Indigo Denim,Denim,14oz,C,C,Firstgrade,KNITTING,KNIT-04,0,Export,611.49
2025-02-18,2025-02-23,6,TX-LNN-12,Pure Linen Fabric,Linen,120gsm,A1,A1,Firstgrade,FINISHING,STEAM-01,0,Export,61.39
2026-01-16,2026-01-17,6,TX-WOL-35,Merino Wool Interlock,Interlock,350gsm,A,A1,downgrade,WEAVING,LOOM-A1,1,Capt Packing,203.61
